,market_ticker,end_period_ts,mean_dollars,previous_dollars,open_interest_fp,volume_fp,open_dollars,close_dollars,high_dollars,low_dollars,ask_close_dollars,bid_close_dollars,ask_high_dollars,bid_high_dollars,ask_low_dollars,bid_low_dollars,ask_open_dollars,bid_open_dollars,price,yes_ask,yes_bid
0,KXMLBGAME-26MAY201610CWSSEA-SEA,1779289200,0.58,0.58,22666.27,6517.19,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
1,KXMLBGAME-26MAY201610CWSSEA-SEA,1779292800,0.58,0.58,37200.86,14534.59,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
2,KXMLBGAME-26MAY201610CWSSEA-SEA,1779296400,0.5799,0.58,42102.32,4942.59,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5799', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3,KXMLBGAME-26MAY201610CWSSEA-SEA,1779300000,0.5799,0.58,48551.63,6728.69,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5799', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
4,KXMLBGAME-26MAY201610CWSSEA-SEA,1779303600,0.5741,0.58,73184.68,24647.46,0.58,0.57,0.58,0.56,0.58,0.57,0.58,0.57,0.57,0.56,0.58,0.57,"{'close_dollars': '0.5700', 'high_dollars': '0.5800', 'low_dollars': '0.5600', 'mean_dollars': '0.5741', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'open_dollars': '0.5700'}"
5,KXMLBGAME-26MAY201610CWSSEA-SEA,1779307200,0.5699,0.57,130184.13,57807.62,0.58,0.57,0.58,0.56,0.57,0.56,0.58,0.57,0.57,0.56,0.58,0.57,"{'close_dollars': '0.5700', 'high_dollars': '0.5800', 'low_dollars': '0.5600', 'mean_dollars': '0.5699', 'open_dollars': '0.5800', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5700', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'open_dollars': '0.5800'}","{'close_dollars': '0.5600', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'open_dollars': '0.5700'}"
6,KXMLBGAME-26MAY201610CWSSEA-SEA,1779310800,0.5653,0.57,362811.21,287935.23,0.57,0.61,0.78,0.34,0.61,0.6,0.78,0.73,0.37,0.34,0.57,0.56,"{'close_dollars': '0.6100', 'high_dollars': '0.7800', 'low_dollars': '0.3400', 'mean_dollars': '0.5653', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.6100', 'high_dollars': '0.7800', 'low_dollars': '0.3700', 'open_dollars': '0.5700'}","{'close_dollars': '0.6000', 'high_dollars': '0.7300', 'low_dollars': '0.3400', 'open_dollars': '0.5600'}"
7,KXMLBGAME-26MAY201610CWSSEA-SEA,1779314400,0.5969,0.61,939480.83,751109.10,0.61,0.62,0.83,0.33,0.6,0.57,0.83,0.8,0.38,0.32,0.61,0.6,"{'close_dollars': '0.6200', 'high_dollars': '0.8300', 'low_dollars': '0.3300', 'mean_dollars': '0.5969', 'open_dollars': '0.6100', 'previous_dollars': '0.6100'}","{'close_dollars': '0.6000', 'high_dollars': '0.8300', 'low_dollars': '0.3800', 'open_dollars': '0.6100'}","{'close_dollars': '0.5700', 'high_dollars': '0.8000', 'low_dollars': '0.3200', 'open_dollars': '0.6000'}"
8,KXMLBGAME-26MAY201610CWSSEA-SEA,1779318000,0.8396,0.62,1434620.25,1186746.78,0.6,0.99,0.99,0.51,1.0,0.99,1.0,0.99,0.52,0.5,0.6,0.57,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.5100', 'mean_dollars': '0.8396', 'open_dollars': '0.6000', 'previous_dollars': '0.6200'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.5200', 'open_dollars': '0.6000'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.5000', 'open_dollars': '0.5700'}"
9,KXMLBGAME-26MAY201610CWSSEA-SEA,1779321600,,0.99,1434620.25,0.00,,,,,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99,{'previous_dollars': '0.9900'},"{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '1.0000', 'open_dollars': '1.0000'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9900', 'open_dollars': '0.9900'}"
10,KXMLBGAME-26MAY201610CWSSEA-CWS,1779289200,0.4299,0.43,14330.56,3737.17,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4299', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
11,KXMLBGAME-26MAY201610CWSSEA-CWS,1779292800,0.43,0.43,18804.57,4474.01,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4300', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
12,KXMLBGAME-26MAY201610CWSSEA-CWS,1779296400,0.43,0.43,23379.59,4586.23,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4300', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
13,KXMLBGAME-26MAY201610CWSSEA-CWS,1779300000,0.4353,0.43,32054.57,8704.98,0.43,0.44,0.44,0.43,0.44,0.43,0.44,0.43,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'mean_dollars': '0.4353', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
14,KXMLBGAME-26MAY201610CWSSEA-CWS,1779303600,0.4398,0.44,44920.53,13080.28,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,"{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'mean_dollars': '0.4398', 'open_dollars': '0.4400', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}"
15,KXMLBGAME-26MAY201610CWSSEA-CWS,1779307200,0.4399,0.44,102608.87,58156.93,0.43,0.44,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,0.44,0.43,"{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4300', 'mean_dollars': '0.4399', 'open_dollars': '0.4300', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}"
16,KXMLBGAME-26MAY201610CWSSEA-CWS,1779310800,0.4239,0.44,605221.09,587955.22,0.44,0.4,0.66,0.15,0.4,0.38,0.66,0.63,0.27,0.15,0.44,0.43,"{'close_dollars': '0.4000', 'high_dollars': '0.6600', 'low_dollars': '0.1500', 'mean_dollars': '0.4239', 'open_dollars': '0.4400', 'previous_dollars': '0.4400'}","{'close_dollars': '0.4000', 'high_dollars': '0.6600', 'low_dollars': '0.2700', 'open_dollars': '0.4400'}","{'close_dollars': '0.3800', 'high_dollars': '0.6300', 'low_dollars': '0.1500', 'open_dollars': '0.4300'}"
17,KXMLBGAME-26MAY201610CWSSEA-CWS,1779314400,0.4038,0.4,1214536.88,959106.22,0.38,0.4,0.95,0.19,0.4,0.39,0.95,0.61,0.2,0.17,0.4,0.38,"{'close_dollars': '0.4000', 'high_dollars': '0.9500', 'low_dollars': '0.1900', 'mean_dollars': '0.4038', 'open_dollars': '0.3800', 'previous_dollars': '0.4000'}","{'close_dollars': '0.4000', 'high_dollars': '0.9500', 'low_dollars': '0.2000', 'open_dollars': '0.4000'}","{'close_dollars': '0.3900', 'high_dollars': '0.6100', 'low_dollars': '0.1700', 'open_dollars': '0.3800'}"
18,KXMLBGAME-26MAY201610CWSSEA-CWS,1779318000,0.1649,0.4,2151449.81,1713531.09,0.4,0.01,0.53,0.01,0.01,0.0,0.53,0.48,0.01,0.0,0.4,0.39,"{'close_dollars': '0.0100', 'high_dollars': '0.5300', 'low_dollars': '0.0100', 'mean_dollars': '0.1649', 'open_dollars': '0.4000', 'previous_dollars': '0.4000'}","{'close_dollars': '0.0100', 'high_dollars': '0.5300', 'low_dollars': '0.0100', 'open_dollars': '0.4000'}","{'close_dollars': '0.0000', 'high_dollars': '0.4800', 'low_dollars': '0.0000', 'open_dollars': '0.3900'}"
19,KXMLBGAME-26MAY201610CWSSEA-CWS,1779321600,,0.01,2151449.81,0.00,,,,,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,{'previous_dollars': '0.0100'},"{'close_dollars': '0.0100', 'high_dollars': '0.0100', 'low_dollars': '0.0100', 'open_dollars': '0.0100'}","{'close_dollars': '0.0000', 'high_dollars': '0.0000', 'low_dollars': '0.0000', 'open_dollars': '0.0000'}"
20,KXMLBGAME-26MAY201540SFAZ-SF,1779285600,0.4597,0.46,8186.84,2115.42,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4597', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
21,KXMLBGAME-26MAY201540SFAZ-SF,1779289200,0.4564,0.46,11116.38,2929.54,0.46,0.45,0.46,0.44,0.45,0.44,0.46,0.45,0.45,0.44,0.46,0.45,"{'close_dollars': '0.4500', 'high_dollars': '0.4600', 'low_dollars': '0.4400', 'mean_dollars': '0.4564', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'open_dollars': '0.4600'}","{'close_dollars': '0.4400', 'high_dollars': '0.4500', 'low_dollars': '0.4400', 'open_dollars': '0.4500'}"
22,KXMLBGAME-26MAY201540SFAZ-SF,1779292800,0.4577,0.45,19048.02,8145.64,0.45,0.46,0.46,0.44,0.46,0.45,0.46,0.45,0.45,0.44,0.45,0.44,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4400', 'mean_dollars': '0.4577', 'open_dollars': '0.4500', 'previous_dollars': '0.4500'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}"
23,KXMLBGAME-26MAY201540SFAZ-SF,1779296400,0.4599,0.46,22301.63,3292.08,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4599', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
24,KXMLBGAME-26MAY201540SFAZ-SF,1779300000,0.463,0.46,78308.76,56476.79,0.46,0.49,0.49,0.45,0.49,0.48,0.49,0.48,0.45,0.44,0.46,0.45,"{'close_dollars': '0.4900', 'high_dollars': '0.4900', 'low_dollars': '0.4500', 'mean_dollars': '0.4630', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4900', 'high_dollars': '0.4900', 'low_dollars': '0.4500', 'open_dollars': '0.4600'}","{'close_dollars': '0.4800', 'high_dollars': '0.4800', 'low_dollars': '0.4400', 'open_dollars': '0.4500'}"
25,KXMLBGAME-26MAY201540SFAZ-SF,1779303600,0.49,0.49,87287.67,8979.91,0.49,0.49,0.49,0.48,0.49,0.48,0.49,0.48,0.49,0.48,0.49,0.48,"{'close_dollars': '0.4900', 'high_dollars': '0.4900', 'low_dollars': '0.4800', 'mean_dollars': '0.4900', 'open_dollars': '0.4900', 'previous_dollars': '0.4900'}","{'close_dollars': '0.4900', 'high_dollars': '0.4900', 'low_dollars': '0.4900', 'open_dollars': '0.4900'}","{'close_dollars': '0.4800', 'high_dollars': '0.4800', 'low_dollars': '0.4800', 'open_dollars': '0.4800'}"
26,KXMLBGAME-26MAY201540SFAZ-SF,1779307200,0.5094,0.49,335253.02,273386.78,0.48,0.59,0.67,0.47,0.61,0.59,0.68,0.63,0.47,0.46,0.49,0.48,"{'close_dollars': '0.5900', 'high_dollars': '0.6700', 'low_dollars': '0.4700', 'mean_dollars': '0.5094', 'open_dollars': '0.4800', 'previous_dollars': '0.4900'}","{'close_dollars': '0.6100', 'high_dollars': '0.6800', 'low_dollars': '0.4700', 'open_dollars': '0.4900'}","{'close_dollars': '0.5900', 'high_dollars': '0.6300', 'low_dollars': '0.4600', 'open_dollars': '0.4800'}"
27,KXMLBGAME-26MAY201540SFAZ-SF,1779310800,0.4957,0.59,753203.11,625249.34,0.61,0.24,0.64,0.17,0.24,0.23,0.65,0.63,0.23,0.17,0.61,0.59,"{'close_dollars': '0.2400', 'high_dollars': '0.6400', 'low_dollars': '0.1700', 'mean_dollars': '0.4957', 'open_dollars': '0.6100', 'previous_dollars': '0.5900'}","{'close_dollars': '0.2400', 'high_dollars': '0.6500', 'low_dollars': '0.2300', 'open_dollars': '0.6100'}","{'close_dollars': '0.2300', 'high_dollars': '0.6300', 'low_dollars': '0.1700', 'open_dollars': '0.5900'}"
28,KXMLBGAME-26MAY201540SFAZ-SF,1779314400,0.0889,0.24,996361.16,487233.05,0.24,0.01,0.24,0.01,0.01,0.0,0.3,0.23,0.01,0.0,0.24,0.23,"{'close_dollars': '0.0100', 'high_dollars': '0.2400', 'low_dollars': '0.0100', 'mean_dollars': '0.0889', 'open_dollars': '0.2400', 'previous_dollars': '0.2400'}","{'close_dollars': '0.0100', 'high_dollars': '0.3000', 'low_dollars': '0.0100', 'open_dollars': '0.2400'}","{'close_dollars': '0.0000', 'high_dollars': '0.2300', 'low_dollars': '0.0000', 'open_dollars': '0.2300'}"
29,KXMLBGAME-26MAY201540SFAZ-SF,1779318000,0.01,0.01,997032.48,1450.44,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,"{'close_dollars': '0.0100', 'high_dollars': '0.0100', 'low_dollars': '0.0100', 'mean_dollars': '0.0100', 'open_dollars': '0.0100', 'previous_dollars': '0.0100'}","{'close_dollars': '0.0100', 'high_dollars': '0.0100', 'low_dollars': '0.0100', 'open_dollars': '0.0100'}","{'close_dollars': '0.0000', 'high_dollars': '0.0000', 'low_dollars': '0.0000', 'open_dollars': '0.0000'}"
30,KXMLBGAME-26MAY201540SFAZ-AZ,1779285600,0.5497,0.55,17507.96,4271.77,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5497', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
31,KXMLBGAME-26MAY201540SFAZ-AZ,1779289200,0.5518,0.55,24832.85,7324.89,0.55,0.56,0.56,0.55,0.56,0.55,0.56,0.55,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'mean_dollars': '0.5518', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
32,KXMLBGAME-26MAY201540SFAZ-AZ,1779292800,0.56,0.56,31549.46,6716.61,0.56,0.56,0.56,0.55,0.56,0.55,0.56,0.55,0.56,0.55,0.56,0.55,"{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'mean_dollars': '0.5600', 'open_dollars': '0.5600', 'previous_dollars': '0.5600'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}"
33,KXMLBGAME-26MAY201540SFAZ-AZ,1779296400,0.56,0.56,45906.86,14357.40,0.56,0.56,0.56,0.56,0.56,0.55,0.56,0.55,0.56,0.55,0.56,0.55,"{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'mean_dollars': '0.5600', 'open_dollars': '0.5600', 'previous_dollars': '0.5600'}","{'close_dollars': '0.5600', 'high_dollars': '0.5600', 'low_dollars': '0.5600', 'open_dollars': '0.5600'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}"
34,KXMLBGAME-26MAY201540SFAZ-AZ,1779300000,0.5429,0.56,74082.52,42979.15,0.56,0.53,0.56,0.52,0.53,0.52,0.56,0.55,0.53,0.52,0.56,0.55,"{'close_dollars': '0.5300', 'high_dollars': '0.5600', 'low_dollars': '0.5200', 'mean_dollars': '0.5429', 'open_dollars': '0.5600', 'previous_dollars': '0.5600'}","{'close_dollars': '0.5300', 'high_dollars': '0.5600', 'low_dollars': '0.5300', 'open_dollars': '0.5600'}","{'close_dollars': '0.5200', 'high_dollars': '0.5500', 'low_dollars': '0.5200', 'open_dollars': '0.5500'}"
35,KXMLBGAME-26MAY201540SFAZ-AZ,1779303600,0.5209,0.53,111739.34,42598.07,0.53,0.52,0.53,0.51,0.52,0.51,0.53,0.52,0.52,0.51,0.53,0.52,"{'close_dollars': '0.5200', 'high_dollars': '0.5300', 'low_dollars': '0.5100', 'mean_dollars': '0.5209', 'open_dollars': '0.5300', 'previous_dollars': '0.5300'}","{'close_dollars': '0.5200', 'high_dollars': '0.5300', 'low_dollars': '0.5200', 'open_dollars': '0.5300'}","{'close_dollars': '0.5100', 'high_dollars': '0.5200', 'low_dollars': '0.5100', 'open_dollars': '0.5200'}"
36,KXMLBGAME-26MAY201540SFAZ-AZ,1779307200,0.5002,0.52,553121.73,468814.76,0.52,0.39,0.55,0.32,0.42,0.39,0.55,0.54,0.35,0.32,0.52,0.51,"{'close_dollars': '0.3900', 'high_dollars': '0.5500', 'low_dollars': '0.3200', 'mean_dollars': '0.5002', 'open_dollars': '0.5200', 'previous_dollars': '0.5200'}","{'close_dollars': '0.4200', 'high_dollars': '0.5500', 'low_dollars': '0.3500', 'open_dollars': '0.5200'}","{'close_dollars': '0.3900', 'high_dollars': '0.5400', 'low_dollars': '0.3200', 'open_dollars': '0.5100'}"
37,KXMLBGAME-26MAY201540SFAZ-AZ,1779310800,0.4999,0.39,887749.72,536622.03,0.42,0.76,0.78,0.36,0.77,0.76,0.78,0.77,0.37,0.36,0.42,0.39,"{'close_dollars': '0.7600', 'high_dollars': '0.7800', 'low_dollars': '0.3600', 'mean_dollars': '0.4999', 'open_dollars': '0.4200', 'previous_dollars': '0.3900'}","{'close_dollars': '0.7700', 'high_dollars': '0.7800', 'low_dollars': '0.3700', 'open_dollars': '0.4200'}","{'close_dollars': '0.7600', 'high_dollars': '0.7700', 'low_dollars': '0.3600', 'open_dollars': '0.3900'}"
38,KXMLBGAME-26MAY201540SFAZ-AZ,1779314400,0.9252,0.76,1142875.94,832135.01,0.77,0.99,0.99,0.68,1.0,0.99,1.0,0.99,0.76,0.68,0.77,0.76,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.6800', 'mean_dollars': '0.9252', 'open_dollars': '0.7700', 'previous_dollars': '0.7600'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.7600', 'open_dollars': '0.7700'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.6800', 'open_dollars': '0.7600'}"
39,KXMLBGAME-26MAY201540SFAZ-AZ,1779318000,0.99,0.99,1142875.94,16326.05,0.99,0.99,0.99,0.99,1.0,0.99,1.0,0.99,1.0,0.99,1.0,0.99,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9900', 'mean_dollars': '0.9900', 'open_dollars': '0.9900', 'previous_dollars': '0.9900'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '1.0000', 'open_dollars': '1.0000'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.9900', 'open_dollars': '0.9900'}"
40,KXMLBGAME-26MAY201510TEXCOL-TEX,1779285600,0.55,0.55,40071.60,10928.71,0.55,0.55,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'mean_dollars': '0.5500', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
41,KXMLBGAME-26MAY201510TEXCOL-TEX,1779289200,0.55,0.55,47404.56,7343.53,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5500', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
42,KXMLBGAME-26MAY201510TEXCOL-TEX,1779292800,0.55,0.55,61007.76,13603.20,0.55,0.55,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'mean_dollars': '0.5500', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
43,KXMLBGAME-26MAY201510TEXCOL-TEX,1779296400,0.55,0.55,76001.97,14994.21,0.55,0.55,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'mean_dollars': '0.5500', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
44,KXMLBGAME-26MAY201510TEXCOL-TEX,1779300000,0.5498,0.55,121453.75,46440.59,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5498', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
