,market_ticker,end_period_ts,mean_dollars,previous_dollars,open_interest_fp,volume_fp,open_dollars,close_dollars,high_dollars,low_dollars,ask_close_dollars,bid_close_dollars,ask_high_dollars,bid_high_dollars,ask_low_dollars,bid_low_dollars,ask_open_dollars,bid_open_dollars,price,yes_ask,yes_bid
3247,KXMLBGAME-26MAY081940DETKC-DET,1778288400,0.4692,0.51,206623.22,150409.29,0.51,0.48,0.55,0.41,0.48,0.47,0.6,0.54,0.41,0.4,0.51,0.5,"{'close_dollars': '0.4800', 'high_dollars': '0.5500', 'low_dollars': '0.4100', 'mean_dollars': '0.4692', 'open_dollars': '0.5100', 'previous_dollars': '0.5100'}","{'close_dollars': '0.4800', 'high_dollars': '0.6000', 'low_dollars': '0.4100', 'open_dollars': '0.5100'}","{'close_dollars': '0.4700', 'high_dollars': '0.5400', 'low_dollars': '0.4000', 'open_dollars': '0.5000'}"
3248,KXMLBGAME-26MAY081940DETKC-DET,1778292000,0.5092,0.48,337213.28,254795.93,0.47,0.41,0.89,0.22,0.4,0.29,0.92,0.88,0.23,0.21,0.48,0.47,"{'close_dollars': '0.4100', 'high_dollars': '0.8900', 'low_dollars': '0.2200', 'mean_dollars': '0.5092', 'open_dollars': '0.4700', 'previous_dollars': '0.4800'}","{'close_dollars': '0.4000', 'high_dollars': '0.9200', 'low_dollars': '0.2300', 'open_dollars': '0.4800'}","{'close_dollars': '0.2900', 'high_dollars': '0.8800', 'low_dollars': '0.2100', 'open_dollars': '0.4700'}"
3249,KXMLBGAME-26MAY081940DETKC-DET,1778295600,0.3623,0.41,676454.09,468238.40,0.41,0.01,0.67,0.01,0.01,0.0,0.67,0.66,0.01,0.0,0.4,0.29,"{'close_dollars': '0.0100', 'high_dollars': '0.6700', 'low_dollars': '0.0100', 'mean_dollars': '0.3623', 'open_dollars': '0.4100', 'previous_dollars': '0.4100'}","{'close_dollars': '0.0100', 'high_dollars': '0.6700', 'low_dollars': '0.0100', 'open_dollars': '0.4000'}","{'close_dollars': '0.0000', 'high_dollars': '0.6600', 'low_dollars': '0.0000', 'open_dollars': '0.2900'}"
3250,KXMLBGAME-26MAY081915MINCLE-MIN,1778263200,0.4296,0.43,21552.63,1109.69,0.42,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4296', 'open_dollars': '0.4200', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3251,KXMLBGAME-26MAY081915MINCLE-MIN,1778266800,0.4271,0.43,21881.57,798.94,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4271', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3252,KXMLBGAME-26MAY081915MINCLE-MIN,1778270400,0.43,0.43,22329.20,447.63,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'mean_dollars': '0.4300', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3253,KXMLBGAME-26MAY081915MINCLE-MIN,1778274000,0.43,0.43,23714.34,1385.14,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'mean_dollars': '0.4300', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3254,KXMLBGAME-26MAY081915MINCLE-MIN,1778277600,0.43,0.43,33744.94,10030.60,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'mean_dollars': '0.4300', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3255,KXMLBGAME-26MAY081915MINCLE-MIN,1778281200,0.4296,0.43,38786.88,5385.41,0.43,0.43,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,0.43,0.42,"{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4200', 'mean_dollars': '0.4296', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.4300', 'high_dollars': '0.4300', 'low_dollars': '0.4300', 'open_dollars': '0.4300'}","{'close_dollars': '0.4200', 'high_dollars': '0.4200', 'low_dollars': '0.4200', 'open_dollars': '0.4200'}"
3256,KXMLBGAME-26MAY081915MINCLE-MIN,1778284800,0.2089,0.43,112995.33,93758.49,0.43,0.06,0.48,0.05,0.08,0.06,0.49,0.48,0.06,0.05,0.43,0.42,"{'close_dollars': '0.0600', 'high_dollars': '0.4800', 'low_dollars': '0.0500', 'mean_dollars': '0.2089', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.0800', 'high_dollars': '0.4900', 'low_dollars': '0.0600', 'open_dollars': '0.4300'}","{'close_dollars': '0.0600', 'high_dollars': '0.4800', 'low_dollars': '0.0500', 'open_dollars': '0.4200'}"
3257,KXMLBGAME-26MAY081915MINCLE-MIN,1778288400,0.084,0.06,200249.13,113015.47,0.06,0.07,0.25,0.03,0.07,0.05,0.25,0.21,0.04,0.03,0.08,0.06,"{'close_dollars': '0.0700', 'high_dollars': '0.2500', 'low_dollars': '0.0300', 'mean_dollars': '0.0840', 'open_dollars': '0.0600', 'previous_dollars': '0.0600'}","{'close_dollars': '0.0700', 'high_dollars': '0.2500', 'low_dollars': '0.0400', 'open_dollars': '0.0800'}","{'close_dollars': '0.0500', 'high_dollars': '0.2100', 'low_dollars': '0.0300', 'open_dollars': '0.0600'}"
3258,KXMLBGAME-26MAY081915MINCLE-MIN,1778292000,0.1082,0.07,303946.02,178855.30,0.07,0.01,0.32,0.01,0.02,0.01,0.35,0.28,0.02,0.01,0.07,0.05,"{'close_dollars': '0.0100', 'high_dollars': '0.3200', 'low_dollars': '0.0100', 'mean_dollars': '0.1082', 'open_dollars': '0.0700', 'previous_dollars': '0.0700'}","{'close_dollars': '0.0200', 'high_dollars': '0.3500', 'low_dollars': '0.0200', 'open_dollars': '0.0700'}","{'close_dollars': '0.0100', 'high_dollars': '0.2800', 'low_dollars': '0.0100', 'open_dollars': '0.0500'}"
3259,KXMLBGAME-26MAY081915MINCLE-MIN,1778295600,0.0421,0.01,348872.46,69092.92,0.02,0.01,0.13,0.01,0.01,0.0,0.15,0.12,0.01,0.0,0.02,0.01,"{'close_dollars': '0.0100', 'high_dollars': '0.1300', 'low_dollars': '0.0100', 'mean_dollars': '0.0421', 'open_dollars': '0.0200', 'previous_dollars': '0.0100'}","{'close_dollars': '0.0100', 'high_dollars': '0.1500', 'low_dollars': '0.0100', 'open_dollars': '0.0200'}","{'close_dollars': '0.0000', 'high_dollars': '0.1200', 'low_dollars': '0.0000', 'open_dollars': '0.0100'}"
3260,KXMLBGAME-26MAY081915MINCLE-CLE,1778263200,0.58,0.58,56550.95,9660.31,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3261,KXMLBGAME-26MAY081915MINCLE-CLE,1778266800,0.58,0.58,69606.88,13055.93,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3262,KXMLBGAME-26MAY081915MINCLE-CLE,1778270400,0.58,0.58,90002.59,20395.71,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3263,KXMLBGAME-26MAY081915MINCLE-CLE,1778274000,0.5797,0.58,109986.69,20574.23,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5797', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3264,KXMLBGAME-26MAY081915MINCLE-CLE,1778277600,0.58,0.58,144785.95,34799.26,0.58,0.58,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'mean_dollars': '0.5800', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3265,KXMLBGAME-26MAY081915MINCLE-CLE,1778281200,0.5799,0.58,187520.69,43398.06,0.58,0.58,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,0.58,0.57,"{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5700', 'mean_dollars': '0.5799', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.5800', 'high_dollars': '0.5800', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}","{'close_dollars': '0.5700', 'high_dollars': '0.5700', 'low_dollars': '0.5700', 'open_dollars': '0.5700'}"
3266,KXMLBGAME-26MAY081915MINCLE-CLE,1778284800,0.7668,0.58,257160.77,104458.67,0.58,0.95,0.95,0.51,0.95,0.93,0.95,0.94,0.51,0.45,0.58,0.57,"{'close_dollars': '0.9500', 'high_dollars': '0.9500', 'low_dollars': '0.5100', 'mean_dollars': '0.7668', 'open_dollars': '0.5800', 'previous_dollars': '0.5800'}","{'close_dollars': '0.9500', 'high_dollars': '0.9500', 'low_dollars': '0.5100', 'open_dollars': '0.5800'}","{'close_dollars': '0.9300', 'high_dollars': '0.9400', 'low_dollars': '0.4500', 'open_dollars': '0.5700'}"
3267,KXMLBGAME-26MAY081915MINCLE-CLE,1778288400,0.9181,0.95,280632.51,102723.67,0.95,0.94,0.97,0.73,0.96,0.93,0.97,0.95,0.8,0.72,0.95,0.93,"{'close_dollars': '0.9400', 'high_dollars': '0.9700', 'low_dollars': '0.7300', 'mean_dollars': '0.9181', 'open_dollars': '0.9500', 'previous_dollars': '0.9500'}","{'close_dollars': '0.9600', 'high_dollars': '0.9700', 'low_dollars': '0.8000', 'open_dollars': '0.9500'}","{'close_dollars': '0.9300', 'high_dollars': '0.9500', 'low_dollars': '0.7200', 'open_dollars': '0.9300'}"
3268,KXMLBGAME-26MAY081915MINCLE-CLE,1778292000,0.8893,0.94,305449.80,81858.25,0.92,0.99,0.99,0.65,0.99,0.98,0.99,0.98,0.72,0.65,0.96,0.93,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.6500', 'mean_dollars': '0.8893', 'open_dollars': '0.9200', 'previous_dollars': '0.9400'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.7200', 'open_dollars': '0.9600'}","{'close_dollars': '0.9800', 'high_dollars': '0.9800', 'low_dollars': '0.6500', 'open_dollars': '0.9300'}"
3269,KXMLBGAME-26MAY081915MINCLE-CLE,1778295600,0.9595,0.99,316499.04,44754.70,0.99,0.99,0.99,0.88,1.0,0.99,1.0,0.99,0.88,0.87,0.99,0.98,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8800', 'mean_dollars': '0.9595', 'open_dollars': '0.9900', 'previous_dollars': '0.9900'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.8800', 'open_dollars': '0.9900'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8700', 'open_dollars': '0.9800'}"
3270,KXMLBGAME-26MAY081910TBBOS-TB,1778263200,0.4498,0.45,163675.97,16123.82,0.45,0.45,0.45,0.44,0.45,0.44,0.45,0.44,0.45,0.44,0.45,0.44,"{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4400', 'mean_dollars': '0.4498', 'open_dollars': '0.4500', 'previous_dollars': '0.4500'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}","{'close_dollars': '0.4400', 'high_dollars': '0.4400', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}"
3271,KXMLBGAME-26MAY081910TBBOS-TB,1778266800,0.4505,0.45,179803.98,17014.25,0.45,0.46,0.46,0.44,0.46,0.45,0.46,0.45,0.45,0.44,0.45,0.44,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4400', 'mean_dollars': '0.4505', 'open_dollars': '0.4500', 'previous_dollars': '0.4500'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4400', 'open_dollars': '0.4400'}"
3272,KXMLBGAME-26MAY081910TBBOS-TB,1778270400,0.46,0.46,201367.43,21603.45,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4600', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
3273,KXMLBGAME-26MAY081910TBBOS-TB,1778274000,0.46,0.46,231024.64,29757.75,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4600', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
3274,KXMLBGAME-26MAY081910TBBOS-TB,1778277600,0.46,0.46,348613.24,117645.15,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4600', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
3275,KXMLBGAME-26MAY081910TBBOS-TB,1778281200,0.46,0.46,543177.48,194942.40,0.46,0.46,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,0.46,0.45,"{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4500', 'mean_dollars': '0.4600', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4600', 'high_dollars': '0.4600', 'low_dollars': '0.4600', 'open_dollars': '0.4600'}","{'close_dollars': '0.4500', 'high_dollars': '0.4500', 'low_dollars': '0.4500', 'open_dollars': '0.4500'}"
3276,KXMLBGAME-26MAY081910TBBOS-TB,1778284800,0.4842,0.46,938446.30,480250.44,0.46,0.43,0.66,0.37,0.43,0.42,0.68,0.65,0.38,0.37,0.46,0.45,"{'close_dollars': '0.4300', 'high_dollars': '0.6600', 'low_dollars': '0.3700', 'mean_dollars': '0.4842', 'open_dollars': '0.4600', 'previous_dollars': '0.4600'}","{'close_dollars': '0.4300', 'high_dollars': '0.6800', 'low_dollars': '0.3800', 'open_dollars': '0.4600'}","{'close_dollars': '0.4200', 'high_dollars': '0.6500', 'low_dollars': '0.3700', 'open_dollars': '0.4500'}"
3277,KXMLBGAME-26MAY081910TBBOS-TB,1778288400,0.2255,0.43,1159873.83,445006.73,0.43,0.13,0.47,0.1,0.13,0.12,0.47,0.46,0.1,0.09,0.43,0.42,"{'close_dollars': '0.1300', 'high_dollars': '0.4700', 'low_dollars': '0.1000', 'mean_dollars': '0.2255', 'open_dollars': '0.4300', 'previous_dollars': '0.4300'}","{'close_dollars': '0.1300', 'high_dollars': '0.4700', 'low_dollars': '0.1000', 'open_dollars': '0.4300'}","{'close_dollars': '0.1200', 'high_dollars': '0.4600', 'low_dollars': '0.0900', 'open_dollars': '0.4200'}"
3278,KXMLBGAME-26MAY081910TBBOS-TB,1778292000,0.0644,0.13,1161538.11,223973.82,0.13,0.01,0.16,0.01,0.01,0.0,0.18,0.13,0.01,0.0,0.13,0.12,"{'close_dollars': '0.0100', 'high_dollars': '0.1600', 'low_dollars': '0.0100', 'mean_dollars': '0.0644', 'open_dollars': '0.1300', 'previous_dollars': '0.1300'}","{'close_dollars': '0.0100', 'high_dollars': '0.1800', 'low_dollars': '0.0100', 'open_dollars': '0.1300'}","{'close_dollars': '0.0000', 'high_dollars': '0.1300', 'low_dollars': '0.0000', 'open_dollars': '0.1200'}"
3279,KXMLBGAME-26MAY081910TBBOS-BOS,1778263200,0.5627,0.57,16551.88,1837.19,0.57,0.56,0.57,0.55,0.56,0.55,0.57,0.56,0.56,0.55,0.57,0.55,"{'close_dollars': '0.5600', 'high_dollars': '0.5700', 'low_dollars': '0.5500', 'mean_dollars': '0.5627', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.5600', 'high_dollars': '0.5700', 'low_dollars': '0.5600', 'open_dollars': '0.5700'}","{'close_dollars': '0.5500', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}"
3280,KXMLBGAME-26MAY081910TBBOS-BOS,1778266800,0.5598,0.56,65164.68,48612.80,0.56,0.55,0.56,0.55,0.55,0.54,0.56,0.55,0.55,0.54,0.56,0.55,"{'close_dollars': '0.5500', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'mean_dollars': '0.5598', 'open_dollars': '0.5600', 'previous_dollars': '0.5600'}","{'close_dollars': '0.5500', 'high_dollars': '0.5600', 'low_dollars': '0.5500', 'open_dollars': '0.5600'}","{'close_dollars': '0.5400', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'open_dollars': '0.5500'}"
3281,KXMLBGAME-26MAY081910TBBOS-BOS,1778270400,0.5495,0.55,71506.47,6672.72,0.54,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5495', 'open_dollars': '0.5400', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
3282,KXMLBGAME-26MAY081910TBBOS-BOS,1778274000,0.5488,0.55,81556.77,11830.30,0.54,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5488', 'open_dollars': '0.5400', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
3283,KXMLBGAME-26MAY081910TBBOS-BOS,1778277600,0.55,0.55,105589.80,24202.79,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5500', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
3284,KXMLBGAME-26MAY081910TBBOS-BOS,1778281200,0.5492,0.55,135659.53,31555.26,0.55,0.55,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,0.55,0.54,"{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5400', 'mean_dollars': '0.5492', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5500', 'high_dollars': '0.5500', 'low_dollars': '0.5500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5400', 'high_dollars': '0.5400', 'low_dollars': '0.5400', 'open_dollars': '0.5400'}"
3285,KXMLBGAME-26MAY081910TBBOS-BOS,1778284800,0.5111,0.55,194801.68,82211.12,0.55,0.57,0.67,0.35,0.58,0.56,0.67,0.62,0.35,0.27,0.55,0.54,"{'close_dollars': '0.5700', 'high_dollars': '0.6700', 'low_dollars': '0.3500', 'mean_dollars': '0.5111', 'open_dollars': '0.5500', 'previous_dollars': '0.5500'}","{'close_dollars': '0.5800', 'high_dollars': '0.6700', 'low_dollars': '0.3500', 'open_dollars': '0.5500'}","{'close_dollars': '0.5600', 'high_dollars': '0.6200', 'low_dollars': '0.2700', 'open_dollars': '0.5400'}"
3286,KXMLBGAME-26MAY081910TBBOS-BOS,1778288400,0.7235,0.57,261628.19,124536.25,0.57,0.88,0.9,0.54,0.88,0.87,0.91,0.88,0.54,0.48,0.58,0.56,"{'close_dollars': '0.8800', 'high_dollars': '0.9000', 'low_dollars': '0.5400', 'mean_dollars': '0.7235', 'open_dollars': '0.5700', 'previous_dollars': '0.5700'}","{'close_dollars': '0.8800', 'high_dollars': '0.9100', 'low_dollars': '0.5400', 'open_dollars': '0.5800'}","{'close_dollars': '0.8700', 'high_dollars': '0.8800', 'low_dollars': '0.4800', 'open_dollars': '0.5600'}"
3287,KXMLBGAME-26MAY081910TBBOS-BOS,1778292000,0.9545,0.88,323232.16,96088.72,0.87,0.99,0.99,0.86,1.0,0.99,1.0,0.99,0.87,0.83,0.88,0.87,"{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8600', 'mean_dollars': '0.9545', 'open_dollars': '0.8700', 'previous_dollars': '0.8800'}","{'close_dollars': '1.0000', 'high_dollars': '1.0000', 'low_dollars': '0.8700', 'open_dollars': '0.8800'}","{'close_dollars': '0.9900', 'high_dollars': '0.9900', 'low_dollars': '0.8300', 'open_dollars': '0.8700'}"
3288,KXMLBGAME-26MAY081907LAATOR-TOR,1778263200,0.6,0.6,44292.61,3568.97,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.6,0.58,0.6,0.58,"{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.6000', 'mean_dollars': '0.6000', 'open_dollars': '0.6000', 'previous_dollars': '0.6000'}","{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.6000', 'open_dollars': '0.6000'}","{'close_dollars': '0.5900', 'high_dollars': '0.5900', 'low_dollars': '0.5800', 'open_dollars': '0.5800'}"
3289,KXMLBGAME-26MAY081907LAATOR-TOR,1778266800,0.6,0.6,53670.50,9377.89,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.6,0.59,0.6,0.59,"{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.6000', 'mean_dollars': '0.6000', 'open_dollars': '0.6000', 'previous_dollars': '0.6000'}","{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.6000', 'open_dollars': '0.6000'}","{'close_dollars': '0.5900', 'high_dollars': '0.5900', 'low_dollars': '0.5900', 'open_dollars': '0.5900'}"
3290,KXMLBGAME-26MAY081907LAATOR-TOR,1778270400,0.5999,0.6,68776.94,15777.93,0.6,0.6,0.6,0.59,0.6,0.59,0.6,0.59,0.6,0.59,0.6,0.59,"{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.5900', 'mean_dollars': '0.5999', 'open_dollars': '0.6000', 'previous_dollars': '0.6000'}","{'close_dollars': '0.6000', 'high_dollars': '0.6000', 'low_dollars': '0.6000', 'open_dollars': '0.6000'}","{'close_dollars': '0.5900', 'high_dollars': '0.5900', 'low_dollars': '0.5900', 'open_dollars': '0.5900'}"
3291,KXMLBGAME-26MAY081907LAATOR-TOR,1778274000,0.5967,0.6,77707.27,10285.00,0.6,0.59,0.6,0.58,0.59,0.58,0.6,0.59,0.59,0.58,0.6,0.59,"{'close_dollars': '0.5900', 'high_dollars': '0.6000', 'low_dollars': '0.5800', 'mean_dollars': '0.5967', 'open_dollars': '0.6000', 'previous_dollars': '0.6000'}","{'close_dollars': '0.5900', 'high_dollars': '0.6000', 'low_dollars': '0.5900', 'open_dollars': '0.6000'}","{'close_dollars': '0.5800', 'high_dollars': '0.5900', 'low_dollars': '0.5800', 'open_dollars': '0.5900'}"
